Strike,Compra,Compra.1,Compra.2,Venta,Venta.1,Venta.2,Últ.,Vol.,Aper.,Máx.,Min.,Ant.,IV_raw,IV
"13.750,00",-,-,-,-,-,-,11600,1,11600.0,11600.0,11600.0,20100.0,500.0,
