Strike,Compra,Compra.1,Compra.2,Venta,Venta.1,Venta.2,Últ.,Vol.,Aper.,Máx.,Min.,Ant.,IV_raw,IV
"13.500,00",-,-,-,-,-,-,34500,1,34500.0,34500.0,34500.0,42900.0,500.0,
