Strike,Compra,Compra.1,Compra.2,Venta,Venta.1,Venta.2,Últ.,Vol.,Aper.,Máx.,Min.,Ant.,IV_raw,IV
"12.700,00",-,-,-,-,-,-,51100,1,51100.0,51100.0,51100.0,73900.0,500.0,
"12.750,00",-,-,-,-,-,-,51600,1,51600.0,51600.0,51600.0,69500.0,500.0,
